"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"_BinkOpenWaveOut@4","External[0036f9b8]","External Data","","","","_BinkOpenWaveOut@4"
"_BinkSetSoundSystem@8","External[0036f9ce]","External Function","0","BINKW32.DLL::_BinkSetSoundSystem@8","undefined","undefined _BinkSetSoundSystem@8()"
"_BinkOpenDirectSound@4","External[0036f9e6]","External Data","","","","_BinkOpenDirectSound@4"
"_BinkSetMemory@8","External[0036fa00]","External Function","0","BINKW32.DLL::_BinkSetMemory@8","undefined","undefined _BinkSetMemory@8()"
"_BinkClose@4","External[0036fa14]","External Function","0","BINKW32.DLL::_BinkClose@4","undefined","undefined _BinkClose@4()"
"_BinkOpen@8","External[0036fa24]","External Function","0","BINKW32.DLL::_BinkOpen@8","undefined","undefined _BinkOpen@8()"
"_BinkNextFrame@4","External[0036fa32]","External Function","0","BINKW32.DLL::_BinkNextFrame@4","undefined","undefined _BinkNextFrame@4()"
"_BinkCopyToBuffer@28","External[0036fa46]","External Function","0","BINKW32.DLL::_BinkCopyToBuffer@28","undefined","undefined _BinkCopyToBuffer@28()"
"_BinkDoFrame@4","External[0036fa5e]","External Function","0","BINKW32.DLL::_BinkDoFrame@4","undefined","undefined _BinkDoFrame@4()"
"_BinkWait@4","External[0036fa70]","External Function","0","BINKW32.DLL::_BinkWait@4","undefined","undefined _BinkWait@4()"
"_BinkSetSoundOnOff@8","External[0036fa7e]","External Function","0","BINKW32.DLL::_BinkSetSoundOnOff@8","undefined","undefined _BinkSetSoundOnOff@8()"
"_BinkPause@8","External[0036fa96]","External Function","0","BINKW32.DLL::_BinkPause@8","undefined","undefined _BinkPause@8()"
"_FSOUND_Stream_Close@4","External[0036fab2]","External Function","0","FMOD.DLL::_FSOUND_Stream_Close@4","undefined","undefined _FSOUND_Stream_Close@4()"
"_FSOUND_Stream_Stop@4","External[0036facc]","External Function","0","FMOD.DLL::_FSOUND_Stream_Stop@4","undefined","undefined _FSOUND_Stream_Stop@4()"
"_FSOUND_Stream_GetOpenState@4","External[0036fae4]","External Function","0","FMOD.DLL::_FSOUND_Stream_GetOpenState@4","undefined","undefined _FSOUND_Stream_GetOpenState@4()"
"_FSOUND_GetSubChannel@8","External[0036fb04]","External Function","0","FMOD.DLL::_FSOUND_GetSubChannel@8","undefined","undefined _FSOUND_GetSubChannel@8()"
"_FSOUND_SetReserved@8","External[0036fb1e]","External Function","2","FMOD.DLL::_FSOUND_SetReserved@8","undefined","undefined _FSOUND_SetReserved@8(void * param_1\, bool param_2)"
"FSOUND_CD_SetPaused","External[0036fb36]","External Function","2","FMOD.DLL::FSOUND_CD_SetPaused","undefined","undefined FSOUND_CD_SetPaused(char drive\, char paused)"
"_FSOUND_Stream_Open@16","External[0036fb4c]","External Function","4","FMOD.DLL::_FSOUND_Stream_Open@16","undefined","undefined _FSOUND_Stream_Open@16(char * param_1\, uint param_2\, int param_3\, int param_4)"
"_FSOUND_Stream_SetBufferSize@4","External[0036fb66]","External Function","1","FMOD.DLL::_FSOUND_Stream_SetBufferSize@4","undefined","undefined _FSOUND_Stream_SetBufferSize@4(int param_1)"
"_FSOUND_SetVolume@8","External[0036fb88]","External Function","2","FMOD.DLL::_FSOUND_SetVolume@8","undefined","undefined _FSOUND_SetVolume@8(int channel\, int vol)"
"_FSOUND_SetPan@8","External[0036fb9e]","External Function","2","FMOD.DLL::_FSOUND_SetPan@8","undefined","undefined _FSOUND_SetPan@8(int channel\, int pan)"
"_FSOUND_GetNumSubChannels@4","External[0036fbb2]","External Function","0","FMOD.DLL::_FSOUND_GetNumSubChannels@4","undefined","undefined _FSOUND_GetNumSubChannels@4()"
"_FSOUND_Stream_PlayEx@16","External[0036fbd0]","External Function","0","FMOD.DLL::_FSOUND_Stream_PlayEx@16","undefined","undefined _FSOUND_Stream_PlayEx@16()"
"_FSOUND_Stream_SetSubStream@8","External[0036fbec]","External Function","0","FMOD.DLL::_FSOUND_Stream_SetSubStream@8","undefined","undefined _FSOUND_Stream_SetSubStream@8()"
"_FSOUND_IsPlaying@4","External[0036fc0c]","External Function","0","FMOD.DLL::_FSOUND_IsPlaying@4","undefined","undefined _FSOUND_IsPlaying@4()"
"_FSOUND_Stream_GetLengthMs@4","External[0036fc22]","External Function","0","FMOD.DLL::_FSOUND_Stream_GetLengthMs@4","undefined","undefined _FSOUND_Stream_GetLengthMs@4()"
"_FSOUND_Sample_GetName@4","External[0036fc42]","External Function","0","FMOD.DLL::_FSOUND_Sample_GetName@4","undefined","undefined _FSOUND_Sample_GetName@4()"
"_FSOUND_GetCurrentSample@4","External[0036fc5e]","External Function","0","FMOD.DLL::_FSOUND_GetCurrentSample@4","undefined","undefined _FSOUND_GetCurrentSample@4()"
"_FSOUND_Stream_GetTime@4","External[0036fc7c]","External Function","0","FMOD.DLL::_FSOUND_Stream_GetTime@4","undefined","undefined _FSOUND_Stream_GetTime@4()"
"_FSOUND_3D_SetAttributes@12","External[0036fc98]","External Function","3","FMOD.DLL::_FSOUND_3D_SetAttributes@12","undefined","undefined _FSOUND_3D_SetAttributes@12(int channel\, float * pos\, float * vel)"
"_FSOUND_3D_SetMinMaxDistance@12","External[0036fcb6]","External Function","3","FMOD.DLL::_FSOUND_3D_SetMinMaxDistance@12","undefined","undefined _FSOUND_3D_SetMinMaxDistance@12(int channel\, float min\, float max)"
"_FSOUND_Stream_SetMode@8","External[0036fcd8]","External Function","2","FMOD.DLL::_FSOUND_Stream_SetMode@8","undefined","undefined _FSOUND_Stream_SetMode@8(void * param_1\, int param_2)"
"_FSOUND_SetFrequency@8","External[0036fcf4]","External Function","2","FMOD.DLL::_FSOUND_SetFrequency@8","undefined","undefined _FSOUND_SetFrequency@8(int channel\, int freq)"
"_FSOUND_3D_SetDopplerFactor@4","External[0036fd0e]","External Function","0","FMOD.DLL::_FSOUND_3D_SetDopplerFactor@4","undefined","undefined _FSOUND_3D_SetDopplerFactor@4()"
"_FSOUND_3D_SetRolloffFactor@4","External[0036fd2e]","External Function","0","FMOD.DLL::_FSOUND_3D_SetRolloffFactor@4","undefined","undefined _FSOUND_3D_SetRolloffFactor@4()"
"_FSOUND_3D_SetDistanceFactor@4","External[0036fd4e]","External Function","0","FMOD.DLL::_FSOUND_3D_SetDistanceFactor@4","undefined","undefined _FSOUND_3D_SetDistanceFactor@4()"
"_FSOUND_SetBufferSize@4","External[0036fd70]","External Function","0","FMOD.DLL::_FSOUND_SetBufferSize@4","undefined","undefined _FSOUND_SetBufferSize@4()"
"_FSOUND_SetMinHardwareChannels@4","External[0036fd8a]","External Function","0","FMOD.DLL::_FSOUND_SetMinHardwareChannels@4","undefined","undefined _FSOUND_SetMinHardwareChannels@4()"
"_FSOUND_Close@0","External[0036fdae]","External Function","0","FMOD.DLL::_FSOUND_Close@0","undefined","undefined _FSOUND_Close@0()"
"_FSOUND_GetMaxChannels@0","External[0036fdc0]","External Function","0","FMOD.DLL::_FSOUND_GetMaxChannels@0","int","int _FSOUND_GetMaxChannels@0(void)"
"_FSOUND_GetNumHWChannels@12","External[0036fddc]","External Function","0","FMOD.DLL::_FSOUND_GetNumHWChannels@12","undefined","undefined _FSOUND_GetNumHWChannels@12()"
"_FSOUND_Init@12","External[0036fdfa]","External Function","3","FMOD.DLL::_FSOUND_Init@12","void","void _FSOUND_Init@12(int param_1\, int param_2\, uint param_3)"
"_FSOUND_GetMemoryStats@8","External[0036fe0c]","External Function","0","FMOD.DLL::_FSOUND_GetMemoryStats@8","undefined","undefined _FSOUND_GetMemoryStats@8()"
"_FSOUND_Stream_SetTime@8","External[0036fe28]","External Data","","","","_FSOUND_Stream_SetTime@8"
"_FSOUND_StopSound@4","External[0036fe44]","External Function","0","FMOD.DLL::_FSOUND_StopSound@4","undefined","undefined _FSOUND_StopSound@4()"
"_FSOUND_GetReserved@4","External[0036fe5a]","External Function","0","FMOD.DLL::_FSOUND_GetReserved@4","undefined","undefined _FSOUND_GetReserved@4()"
"_FSOUND_Stream_GetMode@4","External[0036fe72]","External Function","0","FMOD.DLL::_FSOUND_Stream_GetMode@4","undefined","undefined _FSOUND_Stream_GetMode@4()"
"_FSOUND_SetPriority@8","External[0036fe8e]","External Function","2","FMOD.DLL::_FSOUND_SetPriority@8","undefined","undefined _FSOUND_SetPriority@8(int channel\, int priority)"
"_FSOUND_Stream_GetNumSubStreams@4","External[0036fea6]","External Function","0","FMOD.DLL::_FSOUND_Stream_GetNumSubStreams@4","int","int _FSOUND_Stream_GetNumSubStreams@4(void)"
"_FSOUND_PlaySoundEx@16","External[0036feca]","External Function","4","FMOD.DLL::_FSOUND_PlaySoundEx@16","undefined","undefined _FSOUND_PlaySoundEx@16(int channel\, FSOUND_SAMPLE * sptr\, FSOUND_DSPUNIT * dsp\, char startpaused)"
"_FSOUND_Sample_SetMode@8","External[0036fee4]","External Function","2","FMOD.DLL::_FSOUND_Sample_SetMode@8","undefined","undefined _FSOUND_Sample_SetMode@8(FSOUND_SAMPLE * sptr\, uint mode)"
"_FSOUND_Sample_GetMode@4","External[0036ff00]","External Function","1","FMOD.DLL::_FSOUND_Sample_GetMode@4","uint","uint _FSOUND_Sample_GetMode@4(FSOUND_SAMPLE * param_1)"
"_FSOUND_Update@0","External[0036ff1c]","External Function","0","FMOD.DLL::_FSOUND_Update@0","undefined","undefined _FSOUND_Update@0()"
"_FSOUND_3D_Listener_SetAttributes@32","External[0036ff30]","External Function","0","FMOD.DLL::_FSOUND_3D_Listener_SetAttributes@32","undefined","undefined _FSOUND_3D_Listener_SetAttributes@32()"
"_FMUSIC_GetOpenState@4","External[0036ff58]","External Function","0","FMOD.DLL::_FMUSIC_GetOpenState@4","undefined","undefined _FMUSIC_GetOpenState@4()"
"_FSOUND_Sample_GetDefaults@20","External[0036ff72]","External Function","0","FMOD.DLL::_FSOUND_Sample_GetDefaults@20","undefined","undefined _FSOUND_Sample_GetDefaults@20()"
"_FMUSIC_GetSample@8","External[0036ff92]","External Function","0","FMOD.DLL::_FMUSIC_GetSample@8","undefined","undefined _FMUSIC_GetSample@8()"
"_FMUSIC_GetNumSamples@4","External[0036ffa8]","External Function","0","FMOD.DLL::_FMUSIC_GetNumSamples@4","undefined","undefined _FMUSIC_GetNumSamples@4()"
"_FMUSIC_LoadSongEx@24","External[0036ffc2]","External Function","0","FMOD.DLL::_FMUSIC_LoadSongEx@24","undefined","undefined _FMUSIC_LoadSongEx@24()"
"_FMUSIC_FreeSong@4","External[0036ffda]","External Function","0","FMOD.DLL::_FMUSIC_FreeSong@4","undefined","undefined _FMUSIC_FreeSong@4()"
"_FSOUND_GetOutputHandle@0","External[0036fff0]","External Function","0","FMOD.DLL::_FSOUND_GetOutputHandle@0","undefined","undefined _FSOUND_GetOutputHandle@0()"
"_FSOUND_GetOutput@0","External[0037000c]","External Function","0","FMOD.DLL::_FSOUND_GetOutput@0","undefined","undefined _FSOUND_GetOutput@0()"
"GlobalMemoryStatus","External[0037002c]","External Function","1","KERNEL32.DLL::GlobalMemoryStatus","void","void GlobalMemoryStatus(undefined lpBuffer)"
"ReleaseMutex","External[00370042]","External Function","1","KERNEL32.DLL::ReleaseMutex","BOOL","BOOL ReleaseMutex(HANDLE hMutex)"
"GetLastError","External[00370052]","External Function","0","KERNEL32.DLL::GetLastError","DWORD","DWORD GetLastError(void)"
"CreateMutexA","External[00370062]","External Function","3","KERNEL32.DLL::CreateMutexA","HANDLE","HANDLE CreateMutexA(undefined lpMutexAttributes\, BOOL bInitialOwner\, LPCSTR lpName)"
"GetCommandLineA","External[00370072]","External Function","0","KERNEL32.DLL::GetCommandLineA","LPSTR","LPSTR GetCommandLineA(void)"
"GetModuleHandleA","External[00370084]","External Function","1","KERNEL32.DLL::GetModuleHandleA","HMODULE","HMODULE GetModuleHandleA(LPCSTR lpModuleName)"
"GetModuleFileNameA","External[00370098]","External Function","3","KERNEL32.DLL::GetModuleFileNameA","DWORD","DWORD GetModuleFileNameA(HMODULE hModule\, LPSTR lpFilename\, DWORD nSize)"
"IsProcessorFeaturePresent","External[003700ae]","External Function","1","KERNEL32.DLL::IsProcessorFeaturePresent","BOOL","BOOL IsProcessorFeaturePresent(DWORD ProcessorFeature)"
"GetVersionExA","External[003700ca]","External Function","1","KERNEL32.DLL::GetVersionExA","BOOL","BOOL GetVersionExA(LPOSVERSIONINFOA lpVersionInformation)"
"LoadLibraryA","External[003700da]","External Function","1","KERNEL32.DLL::LoadLibraryA","HMODULE","HMODULE LoadLibraryA(LPCSTR lpLibFileName)"
"GetProcAddress","External[003700ea]","External Function","2","KERNEL32.DLL::GetProcAddress","FARPROC","FARPROC GetProcAddress(HMODULE hModule\, LPCSTR lpProcName)"
"WriteFile","External[003700fc]","External Function","5","KERNEL32.DLL::WriteFile","BOOL","BOOL WriteFile(HANDLE hFile\, LPCVOID lpBuffer\, DWORD nNumberOfBytesToWrite\, LPDWORD lpNumberOfBytesWritten\, undefined lpOverlapped)"
"GetFileSize","External[00370108]","External Function","2","KERNEL32.DLL::GetFileSize","DWORD","DWORD GetFileSize(HANDLE hFile\, LPDWORD lpFileSizeHigh)"
"MapViewOfFile","External[00370116]","External Function","5","KERNEL32.DLL::MapViewOfFile","LPVOID","LPVOID MapViewOfFile(HANDLE hFileMappingObject\, DWORD dwDesiredAccess\, DWORD dwFileOffsetHigh\, DWORD dwFileOffsetLow\, SIZE_T dwNumberOfBytesToMap)"
"CreateFileMappingA","External[00370126]","External Function","6","KERNEL32.DLL::CreateFileMappingA","HANDLE","HANDLE CreateFileMappingA(HANDLE hFile\, undefined lpFileMappingAttributes\, DWORD flProtect\, DWORD dwMaximumSizeHigh\, DWORD dwMaximumSizeLow\, LPCSTR lpName)"
"CreateFileA","External[0037013c]","External Function","7","KERNEL32.DLL::CreateFileA","HANDLE","HANDLE CreateFileA(LPCSTR lpFileName\, DWORD dwDesiredAccess\, DWORD dwShareMode\, undefined lpSecurityAttributes\, DWORD dwCreationDisposition\, DWORD dwFlagsAndAttributes\, HANDLE hTemplateFile)"
"CreateFileW","External[0037014a]","External Function","7","KERNEL32.DLL::CreateFileW","HANDLE","HANDLE CreateFileW(LPCWSTR lpFileName\, DWORD dwDesiredAccess\, DWORD dwShareMode\, undefined lpSecurityAttributes\, DWORD dwCreationDisposition\, DWORD dwFlagsAndAttributes\, HANDLE hTemplateFile)"
"WideCharToMultiByte","External[00370158]","External Function","8","KERNEL32.DLL::WideCharToMultiByte","int","int WideCharToMultiByte(UINT CodePage\, DWORD dwFlags\, LPCWSTR lpWideCharStr\, int cchWideChar\, LPSTR lpMultiByteStr\, int cbMultiByte\, LPCSTR lpDefaultChar\, LPBOOL lpUsedDefaultChar)"
"CloseHandle","External[0037016e]","External Function","1","KERNEL32.DLL::CloseHandle","BOOL","BOOL CloseHandle(HANDLE hObject)"
"UnmapViewOfFile","External[0037017c]","External Function","1","KERNEL32.DLL::UnmapViewOfFile","BOOL","BOOL UnmapViewOfFile(LPCVOID lpBaseAddress)"
"MessageBoxA","External[0037019c]","External Function","4","USER32.DLL::MessageBoxA","int","int MessageBoxA(HWND hWnd\, LPCSTR lpText\, LPCSTR lpCaption\, UINT uType)"
"SendMessageA","External[003701aa]","External Function","4","USER32.DLL::SendMessageA","LRESULT","LRESULT SendMessageA(HWND hWnd\, UINT Msg\, WPARAM wParam\, LPARAM lParam)"
"LoadIconA","External[003701ba]","External Function","2","USER32.DLL::LoadIconA","HICON","HICON LoadIconA(HINSTANCE hInstance\, LPCSTR lpIconName)"
"DeleteObject","External[003701d2]","External Function","1","GDI32.DLL::DeleteObject","BOOL","BOOL DeleteObject(HGDIOBJ ho)"
"RegCloseKey","External[003701ec]","External Function","1","ADVAPI32.DLL::RegCloseKey","LSTATUS","LSTATUS RegCloseKey(HKEY hKey)"
"RegQueryValueExA","External[003701fa]","External Function","6","ADVAPI32.DLL::RegQueryValueExA","LSTATUS","LSTATUS RegQueryValueExA(HKEY hKey\, LPCSTR lpValueName\, LPDWORD lpReserved\, LPDWORD lpType\, LPBYTE lpData\, LPDWORD lpcbData)"
"RegOpenKeyExA","External[0037020e]","External Function","5","ADVAPI32.DLL::RegOpenKeyExA","LSTATUS","LSTATUS RegOpenKeyExA(HKEY hKey\, LPCSTR lpSubKey\, DWORD ulOptions\, REGSAM samDesired\, PHKEY phkResult)"
"RegOpenKeyA","External[0037021e]","External Function","3","ADVAPI32.DLL::RegOpenKeyA","LSTATUS","LSTATUS RegOpenKeyA(HKEY hKey\, LPCSTR lpSubKey\, PHKEY phkResult)"
"timeGetTime","External[0037023a]","External Function","0","WINMM.DLL::timeGetTime","DWORD","DWORD timeGetTime(void)"
"_purecall","External[0037026a]","External Function","0","MSVCR71.DLL::_purecall","undefined","undefined _purecall()"
"__CxxFrameHandler","External[00370276]","External Data","","","","__CxxFrameHandler"
"strchr","External[0037028a]","External Function","2","MSVCR71.DLL::strchr","char *","char * strchr(char * _Str\, int _Val)"
"exit","External[00370294]","External Function","1","MSVCR71.DLL::exit","void","void exit(int _Code)"
"_CIfmod","External[0037029c]","External Function","0","MSVCR71.DLL::_CIfmod","undefined","undefined _CIfmod()"
"isdigit","External[003702a6]","External Function","1","MSVCR71.DLL::isdigit","int","int isdigit(int _C)"
"atof","External[003702b0]","External Function","1","MSVCR71.DLL::atof","double","double atof(char * _String)"
"_except_handler3","External[003702b8]","External Data","","","","_except_handler3"
"strrchr","External[003702cc]","External Function","2","MSVCR71.DLL::strrchr","char *","char * strrchr(char * _Str\, int _Ch)"
"_findclose","External[003702d6]","External Function","1","MSVCR71.DLL::_findclose","int","int _findclose(intptr_t _FindHandle)"
"_findfirst","External[003702e4]","External Function","0","MSVCR71.DLL::_findfirst","undefined","undefined _findfirst()"
"fclose","External[003702f2]","External Function","1","MSVCR71.DLL::fclose","int","int fclose(FILE * _File)"
"fread","External[003702fc]","External Function","4","MSVCR71.DLL::fread","size_t","size_t fread(void * _DstBuf\, size_t _ElementSize\, size_t _Count\, FILE * _File)"
"fopen","External[00370304]","External Function","2","MSVCR71.DLL::fopen","FILE *","FILE * fopen(char * _Filename\, char * _Mode)"
"fwrite","External[0037030c]","External Function","4","MSVCR71.DLL::fwrite","size_t","size_t fwrite(void * _Str\, size_t _Size\, size_t _Count\, FILE * _File)"
"_mkdir","External[00370316]","External Function","1","MSVCR71.DLL::_mkdir","int","int _mkdir(char * _Path)"
"_CIacos","External[00370320]","External Function","0","MSVCR71.DLL::_CIacos","undefined","undefined _CIacos()"
"_finite","External[0037032a]","External Function","1","MSVCR71.DLL::_finite","int","int _finite(double _X)"
"longjmp","External[00370334]","External Function","2","MSVCR71.DLL::longjmp","void","void longjmp(int * _Buf\, int _Value)"
"_setjmp3","External[0037033e]","External Function","0","MSVCR71.DLL::_setjmp3","undefined","undefined _setjmp3()"
"isspace","External[0037034a]","External Function","1","MSVCR71.DLL::isspace","int","int isspace(int _C)"
"_ftol","External[00370354]","External Function","0","MSVCR71.DLL::_ftol","undefined","undefined _ftol()"
"_CIpow","External[0037035c]","External Function","0","MSVCR71.DLL::_CIpow","undefined","undefined _CIpow()"
"floor","External[00370366]","External Function","1","MSVCR71.DLL::floor","double","double floor(double _X)"
"sprintf","External[0037036e]","External Function","2","MSVCR71.DLL::sprintf","int","int sprintf(char * _Dest\, char * _Format\, ...)"
"malloc","External[00370378]","External Function","1","MSVCR71.DLL::malloc","void *","void * malloc(size_t _Size)"
"free","External[00370382]","External Function","1","MSVCR71.DLL::free","void","void free(void * _Memory)"
"calloc","External[0037038a]","External Function","2","MSVCR71.DLL::calloc","void *","void * calloc(size_t _Count\, size_t _Size)"
"_CIasin","External[00370394]","External Function","0","MSVCR71.DLL::_CIasin","undefined","undefined _CIasin()"
"strncmp","External[0037039e]","External Function","3","MSVCR71.DLL::strncmp","int","int strncmp(char * _Str1\, char * _Str2\, size_t _MaxCount)"
"strncpy","External[003703a8]","External Function","3","MSVCR71.DLL::strncpy","char *","char * strncpy(char * _Dest\, char * _Source\, size_t _Count)"
"vsprintf","External[003703b2]","External Function","3","MSVCR71.DLL::vsprintf","int","int vsprintf(char * _Dest\, char * _Format\, va_list _Args)"
"_vsnprintf","External[003703be]","External Function","4","MSVCR71.DLL::_vsnprintf","int","int _vsnprintf(char * _Dest\, size_t _Count\, char * _Format\, va_list _Args)"
"strstr","External[003703cc]","External Function","2","MSVCR71.DLL::strstr","char *","char * strstr(char * _Str\, char * _SubStr)"
"_itoa","External[003703d6]","External Function","3","MSVCR71.DLL::_itoa","char *","char * _itoa(int _Value\, char * _Dest\, int _Radix)"
"tolower","External[003703de]","External Function","1","MSVCR71.DLL::tolower","int","int tolower(int _C)"
"toupper","External[003703e8]","External Function","1","MSVCR71.DLL::toupper","int","int toupper(int _C)"
"atol","External[003703f2]","External Function","1","MSVCR71.DLL::atol","long","long atol(char * _Str)"
"wcscmp","External[003703fa]","External Function","2","MSVCR71.DLL::wcscmp","int","int wcscmp(wchar_t * _Str1\, wchar_t * _Str2)"
"wcsncmp","External[00370404]","External Function","3","MSVCR71.DLL::wcsncmp","int","int wcsncmp(wchar_t * _Str1\, wchar_t * _Str2\, size_t _MaxCount)"
"wcscpy","External[0037040e]","External Function","2","MSVCR71.DLL::wcscpy","wchar_t *","wchar_t * wcscpy(wchar_t * _Dest\, wchar_t * _Source)"
"wcsncpy","External[00370418]","External Function","3","MSVCR71.DLL::wcsncpy","wchar_t *","wchar_t * wcsncpy(wchar_t * _Dest\, wchar_t * _Source\, size_t _Count)"
"wcslen","External[00370422]","External Function","1","MSVCR71.DLL::wcslen","size_t","size_t wcslen(wchar_t * _Str)"
"vswprintf","External[0037042c]","External Function","4","MSVCR71.DLL::vswprintf","int","int vswprintf(wchar_t * _String\, size_t _Count\, wchar_t * _Format\, va_list _Ap)"
"_vsnwprintf","External[00370438]","External Function","4","MSVCR71.DLL::_vsnwprintf","int","int _vsnwprintf(wchar_t * _Dest\, size_t _Count\, wchar_t * _Format\, va_list _Args)"
"wcsstr","External[00370446]","External Function","2","MSVCR71.DLL::wcsstr","wchar_t *","wchar_t * wcsstr(wchar_t * _Str\, wchar_t * _SubStr)"
"_endthreadex","External[00370450]","External Function","1","MSVCR71.DLL::_endthreadex","void","void _endthreadex(uint _Retval)"
"_beginthreadex","External[00370460]","External Function","6","MSVCR71.DLL::_beginthreadex","uintptr_t","uintptr_t _beginthreadex(void * _Security\, uint _StackSize\, _StartAddress * _StartAddress\, void * _ArgList\, uint _InitFlag\, uint * _ThrdAddr)"
"localtime","External[00370472]","External Function","1","MSVCR71.DLL::localtime","tm *","tm * localtime(time_t * _Time)"
"time","External[0037047e]","External Function","1","MSVCR71.DLL::time","time_t","time_t time(time_t * _Time)"
"memmove","External[00370486]","External Function","3","MSVCR71.DLL::memmove","void *","void * memmove(void * _Dst\, void * _Src\, size_t _Size)"
"_ultoa","External[00370490]","External Function","3","MSVCR71.DLL::_ultoa","char *","char * _ultoa(ulong _Val\, char * _Dstbuf\, int _Radix)"
"iswspace","External[0037049a]","External Function","1","MSVCR71.DLL::iswspace","int","int iswspace(wint_t _C)"
"wcschr","External[003704a6]","External Function","2","MSVCR71.DLL::wcschr","wchar_t *","wchar_t * wcschr(wchar_t * _Str\, wchar_t _Ch)"
"_strtime","External[003704b0]","External Function","1","MSVCR71.DLL::_strtime","char *","char * _strtime(char * _Buffer)"
"__security_error_handler","External[003704c8]","External Function","0","MSVCR71.DLL::__security_error_handler","undefined","undefined __security_error_handler()"
"terminate","External[003704e4]","External Function","0","MSVCR71.DLL::terminate","void","void terminate(void)"
"__dllonexit","External[003704f8]","External Function","0","MSVCR71.DLL::__dllonexit","undefined","undefined __dllonexit()"
"_onexit","External[00370506]","External Function","1","MSVCR71.DLL::_onexit","_onexit_t","_onexit_t _onexit(_onexit_t _Func)"
"_c_exit","External[00370510]","External Function","0","MSVCR71.DLL::_c_exit","void","void _c_exit(void)"
"_exit","External[0037051a]","External Function","1","MSVCR71.DLL::_exit","void","void _exit(int _Code)"
"_XcptFilter","External[00370522]","External Function","2","MSVCR71.DLL::_XcptFilter","int","int _XcptFilter(ulong _ExceptionNum\, _EXCEPTION_POINTERS * _ExceptionPtr)"
"_ismbblead","External[00370530]","External Function","1","MSVCR71.DLL::_ismbblead","int","int _ismbblead(uint _C)"
"_cexit","External[0037053e]","External Function","0","MSVCR71.DLL::_cexit","void","void _cexit(void)"
"_acmdln","External[00370548]","External Data","","","","_acmdln"
"_amsg_exit","External[00370552]","External Function","1","MSVCR71.DLL::_amsg_exit","void","void _amsg_exit(int param_1)"
"__getmainargs","External[00370560]","External Function","5","MSVCR71.DLL::__getmainargs","int","int __getmainargs(int * _Argc\, char * * * _Argv\, char * * * _Env\, int _DoWildCard\, _startupinfo * _StartInfo)"
"_initterm","External[00370570]","External Function","0","MSVCR71.DLL::_initterm","undefined","undefined _initterm()"
"__setusermatherr","External[0037057c]","External Function","0","MSVCR71.DLL::__setusermatherr","undefined","undefined __setusermatherr()"
"_adjust_fdiv","External[00370590]","External Data","","","","_adjust_fdiv"
"__p__commode","External[003705a0]","External Function","0","MSVCR71.DLL::__p__commode","undefined","undefined __p__commode()"
"__p__fmode","External[003705b0]","External Function","0","MSVCR71.DLL::__p__fmode","undefined","undefined __p__fmode()"
"__set_app_type","External[003705be]","External Function","1","MSVCR71.DLL::__set_app_type","void","void __set_app_type(int param_1)"
"_controlfp","External[003705d0]","External Function","2","MSVCR71.DLL::_controlfp","uint","uint _controlfp(uint _NewValue\, uint _Mask)"
"Direct3DCreate8","External[003705de]","External Function","0","D3D8.DLL::Direct3DCreate8","undefined","undefined Direct3DCreate8()"
"DirectInput8Create","External[003705fa]","External Function","0","DINPUT8.DLL::DirectInput8Create","undefined","undefined DirectInput8Create()"
"QueryPerformanceCounter","External[0037061c]","External Function","1","KERNEL32.DLL::QueryPerformanceCounter","BOOL","BOOL QueryPerformanceCounter(LARGE_INTEGER * lpPerformanceCount)"
"CreateSemaphoreA","External[00370636]","External Function","4","KERNEL32.DLL::CreateSemaphoreA","HANDLE","HANDLE CreateSemaphoreA(undefined lpSemaphoreAttributes\, LONG lInitialCount\, LONG lMaximumCount\, LPCSTR lpName)"
"ReleaseSemaphore","External[0037064a]","External Function","3","KERNEL32.DLL::ReleaseSemaphore","BOOL","BOOL ReleaseSemaphore(HANDLE hSemaphore\, LONG lReleaseCount\, LPLONG lpPreviousCount)"
"WaitForSingleObject","External[0037065e]","External Function","2","KERNEL32.DLL::WaitForSingleObject","DWORD","DWORD WaitForSingleObject(HANDLE hHandle\, DWORD dwMilliseconds)"
"InitializeCriticalSection","External[00370674]","External Function","1","KERNEL32.DLL::InitializeCriticalSection","void","void InitializeCriticalSection(undefined lpCriticalSection)"
"DeleteCriticalSection","External[00370690]","External Function","1","KERNEL32.DLL::DeleteCriticalSection","void","void DeleteCriticalSection(undefined lpCriticalSection)"
"LeaveCriticalSection","External[003706a8]","External Function","1","KERNEL32.DLL::LeaveCriticalSection","void","void LeaveCriticalSection(undefined lpCriticalSection)"
"EnterCriticalSection","External[003706c0]","External Function","1","KERNEL32.DLL::EnterCriticalSection","void","void EnterCriticalSection(undefined lpCriticalSection)"
"ResumeThread","External[003706d8]","External Function","1","KERNEL32.DLL::ResumeThread","DWORD","DWORD ResumeThread(HANDLE hThread)"
"SetThreadPriority","External[003706e8]","External Function","2","KERNEL32.DLL::SetThreadPriority","BOOL","BOOL SetThreadPriority(HANDLE hThread\, int nPriority)"
"Sleep","External[003706fc]","External Function","1","KERNEL32.DLL::Sleep","void","void Sleep(DWORD dwMilliseconds)"
"TerminateThread","External[00370704]","External Function","2","KERNEL32.DLL::TerminateThread","BOOL","BOOL TerminateThread(HANDLE hThread\, DWORD dwExitCode)"
